repo,number,title,author,merged_at,base,merge_sha,url,signal
vllm-project/vllm,57382,[Misc] Rename --enable-mamba-fine-grained-prefix-cache (#53945 follow-up),roikoren755,2026-09-20T16:50:34Z,main,49ee12d742b4a5524d2a3a3ee6c3fb77e4913073,https://github.com/vllm-project/vllm/pull/57382,
vllm-project/vllm,56685,[Feature][Humming] Humming feature integration,jinzhen-lin,2026-09-20T15:11:01Z,main,7d99c2c4fd61cdeebd29cc7b60584bad10d1ef99,https://github.com/vllm-project/vllm/pull/56685,
vllm-project/vllm,56625,[DSV4.1] Add encoder cuda graph support for deepseek-v4.1-flash,Isotr0py,2026-09-20T13:51:14Z,main,27757dde020ecda4f9b0e2c5ca2df1c29badc82f,https://github.com/vllm-project/vllm/pull/56625,
vllm-project/vllm,57784,[Feature] support bf16 MoE router and mxfp4 MoE for MiMo V2,Zyann7,2026-09-20T13:25:56Z,main,9b2f34cad446f73b1699e8236ec0b611a65f48af,https://github.com/vllm-project/vllm/pull/57784,
vllm-project/vllm,43310,[Frontend] Expose per-request spec decode metrics in generate API,xhx1022,2026-09-20T12:21:33Z,main,10e6a7f21094b76c65efb029b39b3f2227516418,https://github.com/vllm-project/vllm/pull/43310,
vllm-project/vllm,57546,[GLM-5.3-Flash] Route kpool indexer top-k through the shared   SparseIndexerTopk dispatcher,chaunceyjiang,2026-09-20T11:18:00Z,main,bf01fc4a313cc90863c470f37a26e41fd7b16fd1,https://github.com/vllm-project/vllm/pull/57546,
vllm-project/vllm,56810,[Bugfix][KV Offload] Skip non-prefix-cacheable groups in SimpleCPUOffload (GLM-5.3-Flash kpool tail and QSA),JaredforReal,2026-09-20T10:58:56Z,main,f648eed23dc48fcc8ba64be0c4182f8e775b5bfa,https://github.com/vllm-project/vllm/pull/56810,
vllm-project/vllm,57534,[Perf][GLM] Fuse the kpool tail slot mapping into one Triton kernel,JaredforReal,2026-09-20T10:20:55Z,main,1b9fa3eaa8ff23d1a583f2f77dd2b33c9f896ee8,https://github.com/vllm-project/vllm/pull/57534,
vllm-project/vllm,57477,[Bugfix][GLM-5.3-Flash] Address kpool tail blocks by the padded indexer stride in the NVIDIA prefill seed kernel,JaredforReal,2026-09-20T10:15:04Z,main,db1bfdd4fb0dd7b8226402ee00abc7a987561b7c,https://github.com/vllm-project/vllm/pull/57477,
vllm-project/vllm,57708,[Model][LoRA] Enable LoRA support for VoyageQwen3BidirectionalEmbedModel,mahird3,2026-09-20T09:50:01Z,main,0748d3bd57cb5c4303e58c8465e21f069629480d,https://github.com/vllm-project/vllm/pull/57708,
vllm-project/vllm,54894,[ROCm][DSV4][Perf] Use FP8 WO_A output projection,LiuYinfeng01,2026-09-20T09:13:56Z,main,0e110f696db450f5645ce1daf9945241212d6ef3,https://github.com/vllm-project/vllm/pull/54894,
vllm-project/vllm,57076,[Bugfix][Frontend] Bound the prompt after multimodal expansion,dilberx,2026-09-20T08:52:28Z,main,27b7757f6364be5b0b714793ccdc3e3931443bca,https://github.com/vllm-project/vllm/pull/57076,
vllm-project/vllm,57745,[Model] Pass intermediate_tensors to the model when capturing CUDA gr…,Mi-Jiazhi,2026-09-20T06:23:30Z,main,e378275a8f20eac9e92212e4a1fee84ec5a31dc7,https://github.com/vllm-project/vllm/pull/57745,
vllm-project/vllm,54871,[XPU] fix incorrect gdn kernel log for XPU path,yma11,2026-09-20T06:00:31Z,main,d05da62e9ccdf8e342b15bf6785d83224cc165af,https://github.com/vllm-project/vllm/pull/54871,
vllm-project/vllm,57416,[Perf] Give a prefill-only batch the model state's number of logit rows,mmastrac,2026-09-20T04:58:31Z,main,601e1c7c51a10d6fd884d39f079f38bb942e436f,https://github.com/vllm-project/vllm/pull/57416,
vllm-project/vllm,57462,[Bugfix] DiffusionGemma: cast the self-conditioning soft embed to the buffer dtype,mmastrac,2026-09-20T04:58:03Z,main,0c90804c0b8b139c252a86c79a3af26d181e11a0,https://github.com/vllm-project/vllm/pull/57462,
vllm-project/vllm,56045,[CPU][Perf] refactor paged attention for Arm CPUs,fadara01,2026-09-20T04:25:13Z,main,92b40f5a144763c8b2ef6ebe848793de634ada05,https://github.com/vllm-project/vllm/pull/56045,
vllm-project/vllm,54176,[Feature][EPD] Support dynamic EPD (EC-connector) proxy,gty111,2026-09-20T04:24:42Z,main,70fc7bd695e6c9161ec7f3ba67b73e243189d571,https://github.com/vllm-project/vllm/pull/54176,
vllm-project/vllm,57434,[ROCm][DSv4.1][Perf] Reuse the decode topk ragged metadata across layers,Fangzhou-Ai,2026-09-20T03:46:34Z,main,1596fa5f8825d1b949463d51f3ed03650b0f539a,https://github.com/vllm-project/vllm/pull/57434,
vllm-project/vllm,57306,Add one-step recipe serving,louie-tsai,2026-09-20T03:24:10Z,main,03f83013872015f6addb66954e2752d2d9bccd96,https://github.com/vllm-project/vllm/pull/57306,
vllm-project/vllm,57591,[XPU][UT]Fix test_mnnvl_alltoall device and distributed backend,yisustc,2026-09-20T02:53:00Z,main,1c3ef2ad4cabfbc2e5d74494b0b2bf8c3cb3f936,https://github.com/vllm-project/vllm/pull/57591,
vllm-project/vllm,57581,[XPU][UT]Using the device_control_env_var to restrict visible device on different platform,yisustc,2026-09-20T02:52:50Z,main,f4fc5aae7fea790e78bb2b5ed62f636dc20c71d8,https://github.com/vllm-project/vllm/pull/57581,
